student_uid,student_name,college_email,college_name,current_year,current_semester,attendance_rate,avg_internal,cgpa,backlog_count,fee_status,normalized_engagement,scholarship_status,dropout_probability_percent
146000484824,Priya Patel,priya.patel224@rvce.edu.in,RV College of Engineering,3,6,53,92,6.91,2,paid,0.65,no,46.1
296338617030,Vihaan Singh,vihaan.singh962@manipal.edu,Manipal Institute of Technology,4,8,92,78,9.45,0,paid,0.71,no,17.85
684599787506,Ritik Reddy,ritik.reddy573@bmsce.ac.in,BMS College of Engineering,1,1,35,32,5.3,6,paid,0,no,95.94
471983643580,Vivek Mishra,vivek.mishra830@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,7,77,66,8.36,1,paid,0.73,no,49.54
252095518228,Karthik Chaudhary,karthik.chaudhary108@amity.edu,Amity University,4,8,74,77,7.34,2,unpaid,0.32,no,75.58
673060839671,Aditya Deshmukh,aditya.deshmukh626@srmist.edu.in,SRM Institute of Science and Technology,1,2,58,50,4.99,2,paid,0.07,no,72.57
734537831481,Krishna Patil,krishna.patil873@pes.edu,PES University,1,2,78,66,8.37,1,paid,0.57,no,30.5
407526721464,Shyam Singh,shyam.singh370@lpu.in,Lovely Professional University,1,2,52,81,6.92,2,paid,0.56,no,55.58
448889107019,Aryan Bose,aryan.bose561@vit.ac.in,Vellore Institute of Technology,3,5,48,36,4.33,1,paid,0.2,no,74.89
668517819643,Dhruv Rao,dhruv.rao948@rvce.edu.in,RV College of Engineering,2,4,66,46,4.39,4,paid,0.03,no,83.24
786994752592,Ritik Patel,ritik.patel277@hithaldia.ac.in,Haldia Institute of Technology,3,5,87,90,7.56,2,delayed,0.62,no,31.87
659167661961,Aarav Kumar,aarav.kumar551@nmamit.nitte.edu.in,NMAM Institute of Technology,1,1,69,51,7.42,0,paid,0.08,no,45.09
125290348409,Khushi Kumar,khushi.kumar418@hithaldia.ac.in,Haldia Institute of Technology,2,4,35,36,4,2,paid,0.04,no,92.5
995022735986,Priya Tiwari,priya.tiwari680@pes.edu,PES University,4,8,76,59,5.44,3,paid,0.11,yes,66.54
697619571414,Pooja Chauhan,pooja.chauhan41@amity.edu,Amity University,4,8,78,73,9.17,0,unpaid,0.81,yes,43.47
837235578164,Riya Mukherjee,riya.mukherjee561@dayanandasagar.edu,Dayananda Sagar College of Engineering,2,4,72,65,7.31,2,unpaid,0.31,no,82.46
346863940093,Akash Verma,akash.verma778@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,2,3,36,38,5.3,6,paid,0,no,94.73
658368804744,Abhinav Sharma,abhinav.sharma521@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,7,54,60,7.44,1,paid,0.26,no,56.39
313192711700,Ritik Bose,ritik.bose554@srmist.edu.in,SRM Institute of Science and Technology,3,5,66,70,7.08,2,paid,0.95,no,52.12
404856761443,Rahul Tiwari,rahul.tiwari90@hithaldia.ac.in,Haldia Institute of Technology,3,5,100,86,8.77,0,delayed,1,yes,11.69
262020761298,Reyansh Pandey,reyansh.pandey862@srmist.edu.in,SRM Institute of Science and Technology,1,2,77,77,7.74,0,paid,0.84,no,38.35
811670941588,Shreya Rajput,shreya.rajput184@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,8,67,57,5.87,1,paid,0.17,no,86.3
161775164348,Shreya Sharma,shreya.sharma188@amity.edu,Amity University,3,5,55,59,6.69,2,paid,0.57,no,46.24
716079920860,Neha Mukherjee,neha.mukherjee368@amity.edu,Amity University,4,8,64,92,7.93,2,paid,0.75,no,30.3
395787896371,Ritik Chauhan,ritik.chauhan219@lpu.in,Lovely Professional University,1,2,85,71,6.85,0,paid,0.56,no,40.26
237807556246,Raj Singh,raj.singh630@hithaldia.ac.in,Haldia Institute of Technology,3,5,68,61,7.5,2,paid,0.38,no,40.45
557654766503,Riya Chaudhary,riya.chaudhary660@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,7,83,62,6.38,3,paid,0.14,no,71.61
642342322161,Suresh Chaudhary,suresh.chaudhary566@srmist.edu.in,SRM Institute of Science and Technology,1,1,84,72,9.18,0,paid,0.73,no,24.03
883584863736,Ishaan Joshi,ishaan.joshi976@mitwpu.edu.in,MIT World Peace University,3,6,83,82,7.21,1,unpaid,0.77,no,67.3
654947298407,Vivaan Desai,vivaan.desai640@manipal.edu,Manipal Institute of Technology,2,3,70,72,8.2,2,paid,0.57,no,19.8
980393705056,Sneha Kumar,sneha.kumar40@bmsce.ac.in,BMS College of Engineering,3,6,96,73,8.45,0,paid,0.76,no,15.95
741265942892,Abhinav Nair,abhinav.nair475@nmamit.nitte.edu.in,NMAM Institute of Technology,2,3,47,30,6.07,2,delayed,0,no,84.84
323891547932,Shaurya Chauhan,shaurya.chauhan731@thapar.edu,Thapar Institute of Engineering and Technology,3,5,84,86,8.37,0,paid,0.64,no,28.25
131348146694,Nidhi Deshmukh,nidhi.deshmukh516@rvce.edu.in,RV College of Engineering,1,2,85,60,7.17,1,paid,0.49,no,34.17
920357559690,Yash Joshi,yash.joshi607@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,3,5,75,75,8.15,2,delayed,0.75,no,28.85
798900989287,Nidhi Pandey,nidhi.pandey763@thapar.edu,Thapar Institute of Engineering and Technology,1,1,44,50,5.59,4,unpaid,0.17,no,98.95
279916552615,Anjali Mukherjee,anjali.mukherjee658@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,8,73,61,7.24,0,paid,0.55,yes,27.44
212452349809,Shreya Das,shreya.das243@nmamit.nitte.edu.in,NMAM Institute of Technology,3,6,62,30,5.76,1,paid,0.38,no,27.01
257409823342,Rahul Desai,rahul.desai46@kiit.ac.in,KIIT University,4,8,60,60,5.96,0,delayed,0.39,no,60.21
248705949801,Rohan Gupta,rohan.gupta505@bmsce.ac.in,BMS College of Engineering,1,2,73,83,8,0,paid,0.69,no,43.44
221983652062,Ramesh Kulkarni,ramesh.kulkarni628@vit.ac.in,Vellore Institute of Technology,1,2,67,78,7.16,0,delayed,0.41,no,36.6
632473159816,Ritik Desai,ritik.desai157@thapar.edu,Thapar Institute of Engineering and Technology,1,2,60,64,6.53,2,delayed,0.17,no,56.76
880019838192,Ramesh Bose,ramesh.bose236@kiit.ac.in,KIIT University,1,1,77,99,7.91,2,paid,0.33,no,33.49
339731496172,Shaurya Thakur,shaurya.thakur309@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,3,5,73,81,7.83,0,paid,0.55,no,14.04
912741470294,Sanjay Mishra,sanjay.mishra835@mitwpu.edu.in,MIT World Peace University,2,4,43,31,4.29,5,paid,0.32,yes,89.22
886241461164,Ramesh Bose,ramesh.bose621@msrit.edu,MS Ramaiah Institute of Technology,1,1,87,57,8.1,,paid,0.67,no,19.9
520825571737,Shruti Patil,shruti.patil627@vit.ac.in,Vellore Institute of Technology,2,3,73,65,7.6,0,paid,0.78,no,26.53
548035793435,Nidhi Pandey,nidhi.pandey86@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,3,5,56,53,7.13,1,delayed,0.31,no,58.36
293121170644,Kabir Banerjee,kabir.banerjee363@rvce.edu.in,RV College of Engineering,2,4,35,41,4.96,1,paid,0,no,79.68
406994954702,Aditi Singh,aditi.singh123@amity.edu,Amity University,3,6,65,72,6.54,0,unpaid,0.64,no,68.37
728301541501,Shaurya Mukherjee,shaurya.mukherjee625@nmamit.nitte.edu.in,NMAM Institute of Technology,2,4,39,55,6.7,3,paid,0.09,no,84.15
685832263434,Aditi Shah,aditi.shah831@dayanandasagar.edu,Dayananda Sagar College of Engineering,1,1,79,81,9.15,0,paid,0.99,no,16.87
407920760681,Raj Das,raj.das648@bmsce.ac.in,BMS College of Engineering,3,5,84,100,9.8,0,paid,0.67,yes,6
108594984833,Dev Patil,dev.patil707@thapar.edu,Thapar Institute of Engineering and Technology,4,8,87,89,8.18,0,paid,0.98,no,19.58
469256307382,Manoj Rao,manoj.rao882@vit.ac.in,Vellore Institute of Technology,4,8,64,88,7.18,1,paid,0.61,no,38.83
429743607840,Vihaan Deshmukh,vihaan.deshmukh919@msrit.edu,MS Ramaiah Institute of Technology,3,5,85,74,8.85,1,delayed,0.59,no,34.46
184237191495,Arjun Patil,arjun.patil748@manipal.edu,Manipal Institute of Technology,3,6,68,49,5.97,1,paid,0.25,no,50.87
814248764948,Akash Deshmukh,akash.deshmukh704@bmsce.ac.in,BMS College of Engineering,3,5,89,95,8.9,0,paid,1,no,12.1
662300347592,Karthik Bose,karthik.bose725@srmist.edu.in,SRM Institute of Science and Technology,3,6,67,78,8.74,0,unpaid,0.7,yes,34.34
165186271717,Arjun Mukherjee,arjun.mukherjee420@amity.edu,Amity University,2,4,84,84,7.08,0,paid,0.7,no,19.04
786319734504,Kabir Kumar,kabir.kumar153@thapar.edu,Thapar Institute of Engineering and Technology,2,3,88,93,9.12,0,paid,0.77,no,18.45
740136196526,Ishaan Banerjee,ishaan.banerjee101@nmamit.nitte.edu.in,NMAM Institute of Technology,3,5,57,43,4.87,5,delayed,0.37,no,88.82
111977267397,Yash Mishra,yash.mishra783@bmsce.ac.in,BMS College of Engineering,4,7,68,57,6.39,1,delayed,0.78,no,69.5
565272454931,Pooja Nair,pooja.nair895@rvce.edu.in,RV College of Engineering,3,5,76,74,7.05,0,delayed,0.61,no,27.33
639301356767,Vihaan Nair,vihaan.nair911@amity.edu,Amity University,3,6,89,77,8.07,2,unpaid,0.84,no,54.04
985792946424,Kavya Gupta,kavya.gupta144@amity.edu,Amity University,1,2,51,63,8.04,0,paid,0.5,no,56.07
945592730855,Shyam Yadav,shyam.yadav947@rvce.edu.in,RV College of Engineering,2,3,60,82,7.37,0,paid,0.39,no,34.14
451829268294,Nidhi Rajput,nidhi.rajput524@bmsce.ac.in,BMS College of Engineering,1,1,65,72,7.31,0,paid,0.65,no,24.85
166704763972,Anjali Menon,anjali.menon382@manipal.edu,Manipal Institute of Technology,2,3,41,53,5.34,2,paid,0,no,87.96
172268311893,Manoj Patil,manoj.patil743@rvce.edu.in,RV College of Engineering,3,6,84,90,7.79,0,paid,0.95,no,6.54
511260548162,Shaurya Iyer,shaurya.iyer451@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,8,37,40,4.28,3,paid,0.39,no,81.66
939030983978,Anjali Sharma,anjali.sharma638@kiit.ac.in,KIIT University,4,8,81,67,7.3,1,paid,0.4,no,26.97
788117658725,Vikas Nair,vikas.nair365@manipal.edu,Manipal Institute of Technology,2,4,78,82,7.55,1,paid,0.52,no,32.82
611032161753,Vivek Singh,vivek.singh10@thapar.edu,Thapar Institute of Engineering and Technology,3,6,56,44,5.39,3,paid,0.05,no,85.31
404867160075,Akash Patel,akash.patel340@hithaldia.ac.in,Haldia Institute of Technology,1,1,75,87,7.62,0,delayed,0.49,no,40.16
593310974938,Kavya Iyer,kavya.iyer236@manipal.edu,Manipal Institute of Technology,2,3,78,71,6.62,1,paid,0.6,no,39.67
359531805221,Vivek Yadav,vivek.yadav50@amity.edu,Amity University,2,3,55,66,7.44,0,paid,0.23,no,56.86
357584904637,Abhinav Iyer,abhinav.iyer993@manipal.edu,Manipal Institute of Technology,4,7,56,74,8.36,1,paid,0.48,no,40.31
603512380632,Ayaan Desai,ayaan.desai41@msrit.edu,MS Ramaiah Institute of Technology,3,6,72,40,6.55,3,delayed,0.38,no,84.25
792010182406,Rohan Kumar,rohan.kumar682@nmamit.nitte.edu.in,NMAM Institute of Technology,2,4,54,66,7.98,2,paid,0.58,no,35.75
538428109858,Sonam Banerjee,sonam.banerjee274@rvce.edu.in,RV College of Engineering,4,8,81,75,8.63,1,paid,0.44,no,23.27
532035789715,Atharva Menon,atharva.menon919@msrit.edu,MS Ramaiah Institute of Technology,1,2,86,98,7.49,0,paid,0.6,no,27.71
780519887566,Aditi Mishra,aditi.mishra744@kiit.ac.in,KIIT University,4,8,65,46,4.48,6,paid,0,no,61.51
818782385888,Nidhi Banerjee,nidhi.banerjee193@vit.ac.in,Vellore Institute of Technology,1,1,93,65,7.2,1,paid,0.77,no,35.51
728076972499,Ananya Iyer,ananya.iyer586@dayanandasagar.edu,Dayananda Sagar College of Engineering,1,1,78,71,6.28,2,paid,0.49,no,43.36
898574945498,Aaryan Pandey,aaryan.pandey791@srmist.edu.in,SRM Institute of Science and Technology,4,8,77,58,7.9,3,paid,0.35,no,55.88
787210637268,Abhishek Nair,abhishek.nair819@amity.edu,Amity University,1,2,85,81,8.25,0,paid,0.67,no,39.67
279183117350,Vikas Kumar,vikas.kumar341@manipal.edu,Manipal Institute of Technology,2,4,41,35,4.03,3,paid,0.27,no,76.2
644227914155,Pranav Bose,pranav.bose471@pes.edu,PES University,3,6,77,76,6.87,1,paid,0.68,no,16.54
698275207037,Pranav Chauhan,pranav.chauhan678@msrit.edu,MS Ramaiah Institute of Technology,1,2,74,60,5.95,2,paid,0.41,no,56.96
707402984084,Khushi Thakur,khushi.thakur631@hithaldia.ac.in,Haldia Institute of Technology,3,5,77,81,6.73,2,delayed,0.35,no,34.29
158918603841,Khushi Thakur,khushi.thakur800@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,1,2,74,67,7.41,1,paid,0.49,no,34.57
644924893308,Anjali Patel,anjali.patel76@msrit.edu,MS Ramaiah Institute of Technology,1,2,64,94,8.38,0,paid,0.85,no,28.08
664263460372,Ananya Mukherjee,ananya.mukherjee10@nmamit.nitte.edu.in,NMAM Institute of Technology,1,2,82,65,8.42,0,paid,0.99,no,23.77
400519301487,Ayaan Bose,ayaan.bose894@amity.edu,Amity University,4,7,100,80,8.57,0,paid,0.86,yes,9.86
857360244304,Manoj Bose,manoj.bose887@lpu.in,Lovely Professional University,4,7,35,41,5.73,1,unpaid,0,no,92.68
714473453161,Shreya Pandey,shreya.pandey382@manipal.edu,Manipal Institute of Technology,4,7,89,84,9.43,0,paid,0.94,yes,4.69
279497215445,Kavya Joshi,kavya.joshi401@msrit.edu,MS Ramaiah Institute of Technology,2,4,74,82,8.62,0,paid,0.77,yes,9.74
904244468435,Sai Deshmukh,sai.deshmukh177@msrit.edu,MS Ramaiah Institute of Technology,4,7,82,88,7.73,0,paid,0.94,no,22.59
281602622526,Dev Mukherjee,dev.mukherjee960@vit.ac.in,Vellore Institute of Technology,4,7,77,79,8.15,1,paid,0.37,no,22.67
444385420988,Vivaan Rajput,vivaan.rajput652@mitwpu.edu.in,MIT World Peace University,2,4,63,46,7.66,1,paid,0.53,no,31.16
105076310372,Aryan Patel,aryan.patel417@thapar.edu,Thapar Institute of Engineering and Technology,4,8,69,71,5.88,0,paid,0.44,no,36.42
975833968966,Amit Menon,amit.menon822@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,1,1,72,62,6.95,2,paid,0.22,no,73.82
581269964817,Abhishek Gupta,abhishek.gupta713@lpu.in,Lovely Professional University,2,4,60,76,7.74,0,paid,0.51,no,18.17
709809391474,Vikas Tiwari,vikas.tiwari882@msrit.edu,MS Ramaiah Institute of Technology,2,3,54,51,5.03,0,paid,0.55,no,47.95
375235539997,Sneha Sharma,sneha.sharma750@vit.ac.in,Vellore Institute of Technology,3,6,78,96,7.6,0,paid,0.89,no,11.54
757990703377,Suresh Mukherjee,suresh.mukherjee731@thapar.edu,Thapar Institute of Engineering and Technology,2,3,96,74,8.5,0,paid,0.79,no,25.98
307315212357,Sneha Patel,sneha.patel206@msrit.edu,MS Ramaiah Institute of Technology,2,4,70,72,6.41,0,paid,0.41,no,41.73
193192889923,Raj Reddy,raj.reddy709@amity.edu,Amity University,3,6,45,42,5.22,4,delayed,0.2,no,80.91
464786246427,Anjali Chatterjee,anjali.chatterjee844@manipal.edu,Manipal Institute of Technology,1,2,83,77,7.76,0,paid,0.72,no,18.9
191691333556,Pooja Verma,pooja.verma671@hithaldia.ac.in,Haldia Institute of Technology,4,7,57,61,8.07,1,delayed,0.52,no,72.1
577383951895,Sanjay Yadav,sanjay.yadav105@manipal.edu,Manipal Institute of Technology,4,7,50,53,5.17,4,paid,0.22,no,79.29
122191437000,Vikas Kumar,vikas.kumar117@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,1,2,58,51,7.28,0,paid,0.3,no,65.88
283554957215,Abhinav Joshi,abhinav.joshi389@vit.ac.in,Vellore Institute of Technology,4,7,77,84,8.14,0,paid,0.83,no,20.5
883350949733,Shyam Reddy,shyam.reddy432@msrit.edu,MS Ramaiah Institute of Technology,3,6,78,72,6.9,1,paid,0.55,no,24.75
676393855788,Krishna Kumar,krishna.kumar890@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,7,96,71,8.48,0,paid,0.68,no,37.02
351029821942,Aaryan Iyer,aaryan.iyer518@kiit.ac.in,KIIT University,4,8,82,93,7.32,0,paid,0.39,no,27.75
738087806270,Ayaan Kulkarni,ayaan.kulkarni174@mitwpu.edu.in,MIT World Peace University,1,1,86,98,8.09,0,paid,0.84,no,21.91
417561723414,Dev Verma,dev.verma638@nmamit.nitte.edu.in,NMAM Institute of Technology,2,4,-19,53,5.11,6,paid,0.3,no,71.56
789253346189,Reyansh Gupta,reyansh.gupta361@vit.ac.in,Vellore Institute of Technology,4,7,46,34,5.44,6,paid,0,no,93.34
979761667163,Khushi Bose,khushi.bose247@bmsce.ac.in,BMS College of Engineering,3,5,58,75,5.86,0,paid,0.47,no,45.65
565942867408,Sanjay Joshi,sanjay.joshi408@pes.edu,PES University,4,7,87,61,6.32,2,paid,0.44,no,33.55
819409232470,Yash Rao,yash.rao816@kiit.ac.in,KIIT University,4,8,50,60,6.92,1,paid,0.64,no,60.38
573614512850,Rahul Chaudhary,rahul.chaudhary778@rvce.edu.in,RV College of Engineering,3,5,50,63,4.77,3,delayed,0.3,no,78.72
387504780562,Vivek Chauhan,vivek.chauhan305@hithaldia.ac.in,Haldia Institute of Technology,4,7,70,56,5.84,2,delayed,0.51,no,44.12
138562368509,Sneha Nair,sneha.nair56@msrit.edu,MS Ramaiah Institute of Technology,1,2,41,64,6.4,1,unpaid,0.1,no,95.07
199152190455,Rohan Chauhan,rohan.chauhan433@bmsce.ac.in,BMS College of Engineering,4,8,83,94,8.37,0,paid,0.5,no,16.68
922904118274,Shreya Desai,shreya.desai634@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,3,5,82,71,5.89,2,paid,0.48,no,21.19
380384195684,Krishna Nair,krishna.nair260@msrit.edu,MS Ramaiah Institute of Technology,4,8,59,52,5.9,4,unpaid,0.19,no,94.62
170483994641,Nidhi Iyer,nidhi.iyer844@pes.edu,PES University,4,7,62,69,6.73,0,paid,0.7,no,39.12
653448270952,Ananya Tiwari,ananya.tiwari631@thapar.edu,Thapar Institute of Engineering and Technology,3,5,90,76,8.13,0,paid,1,no,30.6
981954670453,Abhinav Iyer,abhinav.iyer169@dayanandasagar.edu,Dayananda Sagar College of Engineering,2,4,35,46,5.78,6,delayed,0.21,no,97.67
738829169301,Anjali Chaudhary,anjali.chaudhary850@rvce.edu.in,RV College of Engineering,4,7,51,45,5.49,5,delayed,0.05,no,90.25
776561784469,Suresh Iyer,suresh.iyer974@kiit.ac.in,KIIT University,3,6,73,51,5.79,2,delayed,0.43,yes,58.46
424505553989,Yash Mukherjee,yash.mukherjee643@hithaldia.ac.in,Haldia Institute of Technology,4,7,62,66,7.25,2,paid,0.8,no,35.51
112854905705,Priya Tiwari,priya.tiwari431@nmamit.nitte.edu.in,NMAM Institute of Technology,1,1,67,77,7.16,1,unpaid,0.63,no,81.89
739153718055,Karthik Chauhan,karthik.chauhan959@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,2,4,90,79,7.44,0,paid,0.36,no,54.69
727210856038,Ritik Gupta,ritik.gupta139@lpu.in,Lovely Professional University,4,7,47,53,5.86,3,paid,0.33,no,86.11
155941848877,Akash Nair,akash.nair500@lpu.in,Lovely Professional University,3,6,48,35,5.37,3,paid,0,no,79.96
951300206679,Khushi Pandey,khushi.pandey918@lpu.in,Lovely Professional University,2,4,37,55,6.04,6,paid,0,no,95.49
886424546525,Rohan Tiwari,rohan.tiwari721@pes.edu,PES University,2,4,100,75,8.71,0,paid,0.89,yes,21.94
648587116942,Aryan Singh,aryan.singh98@dayanandasagar.edu,Dayananda Sagar College of Engineering,3,5,87,69,7.31,1,delayed,0.47,no,36.84
596064628687,Shaurya Mukherjee,shaurya.mukherjee499@bmsce.ac.in,BMS College of Engineering,4,8,85,60,8.25,1,paid,0.48,no,28.63
708400285868,Riya Kulkarni,riya.kulkarni815@bmsce.ac.in,BMS College of Engineering,3,6,91,88,9.8,0,paid,0.87,no,8.72
618581173687,Amit Deshmukh,amit.deshmukh127@rvce.edu.in,RV College of Engineering,2,4,63,71,7.38,2,paid,0.37,no,64.06
422985365544,Sneha Reddy,sneha.reddy869@mitwpu.edu.in,MIT World Peace University,4,7,58,30,5.26,1,unpaid,0,no,94.68
595033794588,Atharva Kulkarni,atharva.kulkarni372@manipal.edu,Manipal Institute of Technology,2,4,43,50,4,3,paid,0.02,no,74.7
959323139368,Aditi Rajput,aditi.rajput225@msrit.edu,MS Ramaiah Institute of Technology,4,8,60,50,5.6,2,paid,0.27,no,49.67
193699867317,Shruti Menon,shruti.menon73@nmamit.nitte.edu.in,NMAM Institute of Technology,1,2,85,100,8.22,0,paid,0.65,no,33.8
679709978085,Shreya Verma,shreya.verma263@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,3,5,53,40,4.98,5,paid,0.01,no,91.76
484201168554,Akash Das,akash.das957@bmsce.ac.in,BMS College of Engineering,1,2,72,68,7.5,1,unpaid,0.76,no,82.59
214311321027,Ananya Bose,ananya.bose429@thapar.edu,Thapar Institute of Engineering and Technology,2,4,94,84,7.26,0,paid,0.73,no,32.64
258169486408,Shreya Tiwari,shreya.tiwari530@vit.ac.in,Vellore Institute of Technology,3,5,76,77,7.05,2,paid,0.45,no,32.54
903222771494,Dev Kulkarni,dev.kulkarni37@hithaldia.ac.in,Haldia Institute of Technology,1,2,59,46,5.31,6,paid,0.01,no,88.21
300553259915,Abhinav Gupta,abhinav.gupta270@manipal.edu,Manipal Institute of Technology,4,8,58,59,6.99,0,paid,0.23,no,23.85
569778775468,Anjali Rao,anjali.rao515@bmsce.ac.in,BMS College of Engineering,1,1,80,90,9.09,0,paid,0.5,no,21.1
259773658622,Aaryan Yadav,aaryan.yadav83@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,8,46,60,5.02,6,paid,0.05,no,86.83
630463711437,Reyansh Das,reyansh.das130@mitwpu.edu.in,MIT World Peace University,1,2,50,73,7.98,0,paid,0.53,no,26.38
749599253255,Shyam Rajput,shyam.rajput262@lpu.in,Lovely Professional University,3,6,73,70,5.98,0,paid,0.7,no,34.54
869900406358,Swati Iyer,swati.iyer170@thapar.edu,Thapar Institute of Engineering and Technology,1,2,55,52,4,6,paid,0,no,91.5
957636709217,Aditi Menon,aditi.menon962@manipal.edu,Manipal Institute of Technology,2,4,73,66,7.75,0,delayed,0.69,no,39.58
581968957900,Anjali Nair,anjali.nair164@rvce.edu.in,RV College of Engineering,3,6,75,77,8.57,0,unpaid,0.75,no,66.86
419918847111,Priya Rajput,priya.rajput821@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,7,70,76,8.56,1,paid,0.33,no,50.48
657815818875,Nidhi Yadav,nidhi.yadav512@thapar.edu,Thapar Institute of Engineering and Technology,4,8,93,96,8.76,0,paid,1,no,10.64
542379821715,Yash Sharma,yash.sharma998@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,7,49,79,7.53,1,delayed,0.21,yes,55.22
263078190260,Pooja Chauhan,pooja.chauhan372@thapar.edu,Thapar Institute of Engineering and Technology,2,3,60,48,5.72,2,delayed,0.01,no,84.92
617615737533,Aryan Sharma,aryan.sharma862@mitwpu.edu.in,MIT World Peace University,1,2,47,56,4.67,6,unpaid,0.22,no,99
440655439173,Riya Yadav,riya.yadav884@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,7,82,86,9.13,0,paid,0.91,no,8.15
477386607897,Priya Kumar,priya.kumar510@srmist.edu.in,SRM Institute of Science and Technology,2,4,70,61,8.53,2,paid,0.75,yes,45.16
980174458945,Reyansh Verma,reyansh.verma266@mitwpu.edu.in,MIT World Peace University,3,6,42,31,4,5,delayed,0.02,no,90.35
369846498978,Vikas Rao,vikas.rao321@dayanandasagar.edu,Dayananda Sagar College of Engineering,2,4,62,68,6.85,1,delayed,0.34,no,78.54
954402780404,Vivaan Mishra,vivaan.mishra666@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,8,41,49,5.66,6,unpaid,0.11,no,97.27
676025668388,Arjun Sengupta,arjun.sengupta163@msrit.edu,MS Ramaiah Institute of Technology,3,6,95,96,9.22,0,paid,0.89,no,8.31
434921244843,Ritik Kulkarni,ritik.kulkarni165@kiit.ac.in,KIIT University,1,2,53,44,5.05,5,paid,0,no,92.59
